time_s,ue_id,source_cell,target_cell,source_sat,target_sat,source_beam,target_beam,algorithm,sinr_before_dB,sinr_after_dB,tte_predicted_s,time_of_stay_s,success,ping_pong,ue_lat,ue_lon,ue_speed_mps,mobility_type,elevation_before,elevation_after,failure_reason
296.000,32,2,37,1,36,0,0,tte-aware,-7.82,-4.32,39.63,121.00,1,0,51.172951,-12.213823,0.0,static,29.3,20.7,
301.000,42,48,2,47,1,0,0,tte-aware,-13.28,-4.50,37.72,95.00,1,0,58.586379,17.408507,2.1,pedestrian,12.6,24.2,
305.000,10,38,2,37,1,0,0,tte-aware,-9.36,-3.88,39.91,15.00,1,0,42.845380,-6.672527,0.0,static,21.9,27.1,
310.000,40,2,37,1,36,0,0,tte-aware,-5.77,0.09,50.84,17.00,0,0,55.569665,-7.235978,0.0,static,37.1,37.6,T304Timeout
313.000,32,37,2,36,1,0,0,tte-aware,-9.83,-4.67,49.09,17.00,1,0,51.172951,-12.213823,0.0,static,23.1,29.6,
313.000,47,38,1,37,0,0,0,tte-aware,-5.39,-4.63,44.04,23.00,1,0,25.729274,7.603079,78.9,hst,26.2,28.4,
321.000,43,2,37,1,36,0,0,tte-aware,-3.10,-0.07,51.34,29.00,1,0,54.461371,-10.216374,28.5,vehicular,33.6,35.5,
325.000,40,2,37,1,36,0,0,tte-aware,-6.08,-0.42,59.66,32.00,1,0,55.569665,-7.235978,0.0,static,39.2,41.7,
327.000,22,37,2,36,1,0,0,tte-aware,-4.02,-0.86,46.19,63.00,1,0,55.894432,-10.926781,20.2,vehicular,43.2,31.3,
329.000,32,2,37,1,36,0,0,tte-aware,-7.64,-2.33,40.51,16.00,1,0,51.172951,-12.213823,0.0,static,29.5,25.5,
330.000,39,37,2,36,1,0,0,tte-aware,-5.43,-4.70,47.27,151.00,1,0,61.657748,7.729151,0.0,static,37.6,29.6,
340.000,43,37,2,36,1,0,0,tte-aware,-5.13,0.44,51.08,19.00,1,0,54.460717,-10.224677,28.5,vehicular,40.2,34.8,
344.000,32,37,2,36,1,0,0,tte-aware,-7.02,-4.24,44.01,15.00,1,0,51.172951,-12.213823,0.0,static,28.0,29.2,
345.000,47,1,38,0,37,0,0,tte-aware,-6.18,-4.18,46.12,32.00,1,0,25.751772,7.606176,78.9,hst,32.6,28.0,
346.000,22,2,37,1,36,0,0,tte-aware,-2.80,2.70,61.36,19.00,1,0,55.893556,-10.932721,20.2,vehicular,32.9,48.8,
348.000,21,37,2,36,1,0,0,tte-aware,-5.80,-3.48,48.94,175.00,1,0,62.638250,3.017548,35.4,vehicular,47.5,30.9,
351.000,46,2,37,1,36,0,0,tte-aware,-13.85,-4.30,36.48,100.00,0,0,49.369148,-17.912047,0.7,pedestrian,18.4,21.3,T304Timeout
355.000,43,2,37,1,36,0,0,tte-aware,-4.24,-0.84,56.00,15.00,1,0,54.460201,-10.231233,28.5,vehicular,35.4,44.4,
356.000,46,2,37,1,36,0,0,tte-aware,-14.58,-4.56,33.53,105.00,1,0,49.369161,-17.912089,0.7,pedestrian,18.3,21.8,
360.000,32,2,37,1,36,0,0,tte-aware,-5.55,-4.35,47.11,16.00,1,0,51.172951,-12.213823,0.0,static,28.6,30.9,
360.000,37,48,2,47,1,0,0,tte-aware,-13.92,-4.99,33.75,181.00,1,0,57.551227,25.754969,1.2,pedestrian,18.5,20.6,
360.000,39,2,37,1,36,0,0,tte-aware,-2.31,2.73,48.48,30.00,1,0,61.657748,7.729151,0.0,static,36.0,36.8,
360.000,47,38,1,37,0,0,0,tte-aware,-7.73,-1.35,50.80,15.00,1,0,25.762318,7.607628,78.9,hst,28.5,34.6,
361.000,5,49,48,48,47,0,0,tte-aware,-100.00,-13.61,0.00,1361.00,1,0,45.708929,32.069860,36.6,vehicular,0.0,10.1,
361.000,11,38,2,37,1,0,0,tte-aware,-100.00,-12.09,0.00,109.00,1,0,44.030793,-14.162846,81.7,hst,0.0,15.6,
362.000,48,38,1,37,0,0,0,tte-aware,-7.17,-4.90,37.06,120.00,1,0,29.195988,10.296962,30.7,vehicular,22.3,22.6,
364.000,21,2,37,1,36,0,0,tte-aware,-5.71,1.65,62.27,16.00,1,0,62.636635,3.028056,35.4,vehicular,34.3,45.4,
370.000,14,13,48,12,47,0,0,tte-aware,-100.00,-12.88,0.00,132.00,0,0,46.344173,36.997669,1.9,pedestrian,0.0,14.3,LowSINR
371.000,14,13,48,12,47,0,0,tte-aware,-100.00,-13.19,0.00,133.00,0,0,46.344190,36.997673,1.9,pedestrian,0.0,14.4,LowSINR
371.000,38,38,1,37,0,0,0,tte-aware,-8.19,-4.69,35.80,164.00,1,0,30.841310,10.527324,0.0,static,20.8,20.7,
372.000,14,13,48,12,47,0,0,tte-aware,-100.00,-14.23,0.00,134.00,1,0,46.344206,36.997676,1.9,pedestrian,0.0,14.5,
375.000,47,1,38,0,37,0,0,tte-aware,-5.11,-1.99,43.56,15.00,0,0,25.772865,7.609080,78.9,hst,36.4,28.8,HighSpeed
377.000,32,37,2,36,1,0,0,tte-aware,-6.03,-4.38,41.85,17.00,1,0,51.172951,-12.213823,0.0,static,34.2,27.6,
379.000,39,37,2,36,1,0,0,tte-aware,-5.57,-4.17,51.86,19.00,1,0,61.657748,7.729151,0.0,static,35.4,40.9,
381.000,24,2,37,1,36,0,0,tte-aware,-14.32,-3.60,36.18,162.00,1,0,47.049810,-15.791424,1.2,pedestrian,16.8,20.9,
388.000,28,37,2,36,1,0,0,tte-aware,-4.83,1.11,49.01,227.00,1,0,63.706717,-3.300869,0.0,static,46.6,32.9,
388.000,35,2,37,1,36,0,0,tte-aware,2.65,5.86,63.91,211.00,1,0,54.638222,-2.079185,0.0,static,60.5,51.5,
392.000,32,2,37,1,36,0,0,tte-aware,-7.88,-3.61,53.07,15.00,1,0,51.172951,-12.213823,0.0,static,26.6,37.5,
398.000,1,37,2,36,1,0,0,tte-aware,-5.32,-4.17,42.06,249.00,1,0,64.968428,-5.845284,2.3,pedestrian,39.0,29.1,
398.000,7,38,1,37,0,0,0,tte-aware,-2.07,3.45,40.71,229.00,1,0,32.902036,-2.622221,0.0,static,36.8,30.3,
400.000,6,2,1,1,0,0,0,tte-aware,-100.00,-16.92,0.00,1400.00,1,0,27.267324,20.303024,33.4,vehicular,0.0,10.0,
400.000,21,37,2,36,1,0,0,tte-aware,-1.85,1.20,59.02,36.00,1,0,62.633001,3.051697,35.4,vehicular,39.2,43.9,
403.000,28,2,37,1,36,0,0,tte-aware,-3.00,0.58,56.92,15.00,1,0,63.706717,-3.300869,0.0,static,36.0,42.3,
403.000,41,38,1,37,0,0,0,tte-aware,-7.55,-3.72,36.90,242.00,1,0,28.817325,-10.264101,0.9,pedestrian,38.6,27.5,
406.000,26,2,37,1,36,0,0,tte-aware,-10.58,-2.62,40.24,232.00,1,0,45.754583,-9.669476,1.2,pedestrian,18.4,23.6,
408.000,39,2,37,1,36,0,0,tte-aware,-4.09,0.10,49.44,29.00,1,0,61.657748,7.729151,0.0,static,49.8,32.4,
410.000,17,2,37,1,36,0,0,tte-aware,-4.70,-0.10,51.48,261.00,1,0,51.176763,1.813066,32.8,vehicular,44.6,35.6,
413.000,27,38,1,37,0,0,0,tte-aware,-0.45,2.74,64.79,274.00,1,0,29.085409,-2.676930,0.0,static,51.7,50.4,
415.000,1,2,37,1,36,0,0,tte-aware,-5.55,0.22,52.87,17.00,1,0,64.968718,-5.845737,2.3,pedestrian,32.1,34.8,
415.000,21,2,37,1,36,0,0,tte-aware,-1.23,4.10,46.79,15.00,1,0,62.631487,3.061547,35.4,vehicular,48.8,36.4,
416.000,7,1,38,0,37,0,0,tte-aware,-2.48,0.65,50.91,18.00,1,0,32.902036,-2.622221,0.0,static,34.1,32.6,
419.000,41,1,38,0,37,0,0,tte-aware,-6.46,-3.13,53.93,16.00,1,0,28.817347,-10.263959,0.9,pedestrian,28.9,36.1,
420.000,34,38,1,37,0,0,0,tte-aware,-7.18,-4.49,44.58,323.00,1,0,31.378698,-10.217558,79.9,hst,29.6,25.6,
423.000,4,48,2,47,1,0,0,tte-aware,-14.05,-3.92,42.99,273.00,1,0,62.679749,26.867784,36.1,vehicular,17.2,22.1,
423.000,39,37,2,36,1,0,0,tte-aware,-5.22,4.75,71.09,15.00,1,0,61.657748,7.729151,0.0,static,30.7,55.1,
426.000,17,37,2,36,1,0,0,tte-aware,-3.39,0.86,58.56,16.00,1,0,51.180065,1.818421,32.8,vehicular,38.6,40.0,
427.000,28,37,2,36,1,0,0,tte-aware,-5.35,2.36,56.20,24.00,1,0,63.706717,-3.300869,0.0,static,36.2,41.5,
430.000,21,37,2,36,1,0,0,tte-aware,-2.24,4.50,70.87,15.00,1,0,62.629972,3.071396,35.4,vehicular,33.7,54.2,
431.000,7,38,1,37,0,0,0,tte-aware,-4.07,0.27,54.64,15.00,1,0,32.902036,-2.622221,0.0,static,29.5,37.5,
431.000,11,2,37,1,36,0,0,tte-aware,-18.49,-4.79,38.76,70.00,1,0,44.081311,-14.149891,81.7,hst,10.8,21.3,
431.000,25,2,37,1,36,0,0,tte-aware,-16.00,-4.12,31.02,173.00,1,0,43.661797,-6.138732,24.2,vehicular,14.4,22.2,
432.000,1,37,2,36,1,0,0,tte-aware,-4.09,-0.60,48.16,17.00,1,0,64.969008,-5.846190,2.3,pedestrian,31.1,35.2,
437.000,41,38,1,37,0,0,0,tte-aware,-5.12,-0.50,45.69,18.00,1,0,28.817372,-10.263800,0.9,pedestrian,33.3,30.2,
442.000,28,2,37,1,36,0,0,tte-aware,-4.06,-0.04,47.25,15.00,1,0,63.706717,-3.300869,0.0,static,45.2,32.8,
442.000,34,1,38,0,37,0,0,tte-aware,-6.33,-3.66,41.68,22.00,1,0,31.394020,-10.213092,79.9,hst,27.8,26.3,
443.000,17,2,37,1,36,0,0,tte-aware,-4.70,-0.62,60.84,17.00,1,0,51.183572,1.824110,32.8,vehicular,35.7,41.6,
444.000,16,2,37,1,36,0,0,tte-aware,-7.91,-2.93,34.07,300.00,1,0,46.524585,6.840501,27.6,vehicular,21.1,22.2,
446.000,29,38,1,37,0,0,0,tte-aware,-16.82,-4.11,35.99,236.00,1,0,28.667776,14.201344,1.5,pedestrian,12.6,20.8,
448.000,20,2,37,1,36,0,0,tte-aware,-100.00,-11.95,0.00,237.00,1,0,44.871621,-15.476877,21.3,vehicular,0.0,24.4,
452.000,33,38,1,37,0,0,0,tte-aware,-18.21,-3.72,38.92,347.00,1,0,39.432590,-3.521291,0.0,static,11.9,20.9,
455.000,10,2,37,1,36,0,0,tte-aware,-13.47,-3.89,42.51,150.00,1,0,42.845380,-6.672527,0.0,static,10.7,23.8,
456.000,41,1,38,0,37,0,0,tte-aware,-6.59,-0.84,46.86,19.00,1,0,28.817398,-10.263633,0.9,pedestrian,31.2,30.3,
457.000,28,37,2,36,1,0,0,tte-aware,-7.10,1.36,61.29,15.00,1,0,63.706717,-3.300869,0.0,static,29.8,48.9,
458.000,3,38,1,37,0,0,0,tte-aware,-100.00,-5.89,0.00,246.00,1,0,34.465690,12.129351,69.7,hst,0.0,21.2,
459.000,34,38,1,37,0,0,0,tte-aware,-7.16,-4.55,45.52,17.00,1,0,31.405860,-10.209640,79.9,hst,23.9,29.3,
465.000,17,37,2,36,1,0,0,tte-aware,-4.57,-0.30,45.63,22.00,1,0,51.188112,1.831473,32.8,vehicular,45.1,30.8,
469.000,15,38,1,37,0,0,0,tte-aware,-7.98,-4.95,34.93,322.00,1,0,26.878375,-11.667342,20.6,vehicular,29.6,27.2,
471.000,41,38,1,37,0,0,0,tte-aware,-6.01,-3.30,45.86,15.00,1,0,28.817419,-10.263500,0.9,pedestrian,28.0,31.7,
472.000,44,2,37,1,36,0,0,tte-aware,-4.49,-0.60,58.49,306.00,1,0,55.589014,4.022217,82.0,hst,49.3,41.4,
473.000,31,2,37,1,36,0,0,tte-aware,-100.00,-10.49,0.00,323.00,1,0,42.110420,5.703649,0.5,pedestrian,0.0,18.1,
481.000,17,2,37,1,36,0,0,tte-aware,-5.01,2.28,67.12,16.00,1,0,51.191414,1.836829,32.8,vehicular,27.7,47.1,
488.000,44,37,2,36,1,0,0,tte-aware,-4.44,-0.05,62.78,16.00,1,0,55.600366,4.027842,82.0,hst,39.6,44.1,
489.000,2,48,2,47,1,0,0,tte-aware,-13.03,-4.16,37.22,341.00,1,0,62.407543,30.791799,3.5,pedestrian,15.1,22.4,
495.000,49,49,48,48,47,0,0,tte-aware,-100.00,-13.07,0.00,1495.00,0,0,39.183387,33.776815,0.0,static,0.0,10.0,LowSINR
496.000,33,1,37,0,36,0,0,tte-aware,-7.87,-4.08,36.44,44.00,1,0,39.432590,-3.521291,0.0,static,27.7,20.9,
496.000,49,49,48,48,47,0,0,tte-aware,-100.00,-15.89,0.00,1496.00,0,0,39.183387,33.776815,0.0,static,0.0,10.1,LowSINR
497.000,49,49,48,48,47,0,0,tte-aware,-100.00,-15.87,0.00,1497.00,0,0,39.183387,33.776815,0.0,static,0.0,10.1,LowSINR
498.000,15,1,38,0,37,0,0,tte-aware,-6.51,-3.74,45.60,29.00,1,0,26.882358,-11.671373,20.6,vehicular,26.5,26.0,
498.000,49,49,48,48,47,0,0,tte-aware,-100.00,-16.22,0.00,1498.00,1,0,39.183387,33.776815,0.0,static,0.0,10.2,
500.000,47,1,38,0,37,0,0,tte-aware,-5.47,-4.28,35.65,140.00,1,0,25.860750,7.621187,78.9,hst,36.2,22.4,
503.000,45,38,1,37,0,0,0,tte-aware,-100.00,-13.45,0.00,391.00,0,0,31.675367,-18.546478,1.5,pedestrian,0.0,14.4,LowSINR
504.000,45,38,1,37,0,0,0,tte-aware,-100.00,-15.66,0.00,392.00,0,0,31.675361,-18.546464,1.5,pedestrian,0.0,14.4,LowSINR
505.000,45,38,1,37,0,0,0,tte-aware,-100.00,-13.01,0.00,393.00,0,0,31.675356,-18.546449,1.5,pedestrian,0.0,14.4,LowSINR
506.000,45,38,1,37,0,0,0,tte-aware,-100.00,-15.69,0.00,394.00,0,0,31.675351,-18.546434,1.5,pedestrian,0.0,14.4,LowSINR
507.000,45,38,1,37,0,0,0,tte-aware,-100.00,-14.30,0.00,395.00,0,0,31.675345,-18.546419,1.5,pedestrian,0.0,14.4,LowSINR
508.000,44,2,37,1,36,0,0,tte-aware,-4.35,1.45,58.45,20.00,1,0,55.614556,4.034874,82.0,hst,38.5,36.9,
508.000,45,38,1,37,0,0,0,tte-aware,-100.00,-15.29,0.00,396.00,1,0,31.675340,-18.546405,1.5,pedestrian,0.0,14.5,
512.000,33,37,1,36,0,0,0,tte-aware,-9.65,2.03,49.39,16.00,1,0,39.432590,-3.521291,0.0,static,23.2,30.6,
514.000,15,38,1,37,0,0,0,tte-aware,-7.02,-4.82,37.10,16.00,1,0,26.884555,-11.673597,20.6,vehicular,24.0,25.7,
514.000,36,48,2,47,1,0,0,tte-aware,-13.43,-4.92,36.72,349.00,1,0,64.418313,33.668344,33.0,vehicular,12.6,21.3,
515.000,47,38,1,37,0,0,0,tte-aware,-11.01,-1.86,48.96,15.00,1,0,25.871296,7.622641,78.9,hst,21.1,34.4,
522.000,31,37,1,36,0,0,0,tte-aware,-5.78,-4.73,37.81,49.00,1,0,42.110205,5.703722,0.5,pedestrian,23.1,23.1,
527.000,0,48,13,47,12,0,0,tte-aware,-16.00,-4.68,35.69,422.00,1,0,64.887392,35.953442,0.0,static,12.0,21.4,
533.000,44,37,2,36,1,0,0,tte-aware,-2.31,1.74,46.80,25.00,1,0,55.632294,4.043669,82.0,hst,33.1,32.6,
540.000,31,1,37,0,36,0,0,tte-aware,-5.36,-4.10,39.19,18.00,1,0,42.110126,5.703749,0.5,pedestrian,25.8,25.0,
542.000,8,2,37,1,36,0,0,tte-aware,-7.45,-2.38,45.31,366.00,1,0,56.332579,4.752331,0.0,static,33.3,29.1,
544.000,0,13,2,12,1,0,0,tte-aware,-9.80,-4.77,40.77,17.00,1,0,64.887392,35.953442,0.0,static,21.8,20.9,
544.000,22,37,2,36,1,0,0,tte-aware,-7.52,-4.41,41.50,198.00,1,0,55.884420,-10.994618,20.2,vehicular,38.6,22.4,
548.000,44,2,37,1,36,0,0,tte-aware,-10.50,-0.12,43.07,15.00,1,0,55.642937,4.048948,82.0,hst,29.5,30.8,
556.000,13,2,37,1,36,0,0,tte-aware,-100.00,-14.73,0.00,1556.00,0,0,48.015317,16.956961,77.4,hst,0.0,15.2,LowSINR
557.000,13,2,37,1,36,0,0,tte-aware,-100.00,-17.16,0.00,1557.00,0,0,48.015997,16.957178,77.4,hst,0.0,15.2,LowSINR
558.000,13,2,37,1,36,0,0,tte-aware,-100.00,-16.18,0.00,1558.00,1,0,48.016677,16.957396,77.4,hst,0.0,15.2,
559.000,22,2,37,1,36,0,0,tte-aware,-8.97,-1.21,48.15,15.00,1,0,55.883728,-10.999307,20.2,vehicular,20.7,35.0,
560.000,31,37,1,36,0,0,0,tte-aware,-7.78,-4.87,44.64,20.00,1,0,42.110038,5.703779,0.5,pedestrian,27.0,29.1,
560.000,33,1,37,0,36,0,0,tte-aware,-5.91,-0.99,51.67,48.00,1,0,39.432590,-3.521291,0.0,static,41.4,31.8,
562.000,8,37,2,36,1,0,0,tte-aware,-5.43,-4.60,42.00,20.00,1,0,56.332579,4.752331,0.0,static,26.3,29.1,
565.000,44,37,2,36,1,0,0,tte-aware,-5.16,-4.98,44.63,17.00,1,0,55.654998,4.054932,82.0,hst,28.2,26.4,
575.000,30,2,1,1,0,0,0,tte-aware,-100.00,-14.36,0.00,1575.00,0,0,36.592138,22.859597,28.5,vehicular,0.0,10.0,LowSINR
575.000,33,37,1,36,0,0,0,tte-aware,-2.39,3.13,58.10,15.00,1,0,39.432590,-3.521291,0.0,static,35.0,45.5,
576.000,30,2,1,1,0,0,0,tte-aware,-100.00,-18.28,0.00,1576.00,1,0,36.592141,22.859278,28.5,vehicular,0.0,10.0,
580.000,31,1,37,0,36,0,0,tte-aware,-5.73,-4.81,49.12,20.00,1,0,42.109950,5.703808,0.5,pedestrian,32.8,28.9,
581.000,0,2,13,1,12,0,0,tte-aware,-9.83,-3.24,28.63,37.00,1,0,64.887392,35.953442,0.0,static,22.3,21.9,
581.000,44,2,37,1,36,0,0,tte-aware,-10.65,-3.93,43.95,16.00,1,0,55.666350,4.060566,82.0,hst,23.8,25.9,
585.000,8,2,37,1,36,0,0,tte-aware,-5.30,-3.04,39.84,23.00,1,0,56.332579,4.752331,0.0,static,25.0,23.3,
585.000,9,2,37,1,36,0,0,tte-aware,-100.00,-17.99,0.00,447.00,1,0,49.961199,19.638143,0.0,static,0.0,11.9,
